KCPC2_CD, KCPC2_NM, CPC21_CD, CPC21_EN_NM, ISIC4_CD, ISIC4_KO_NM, ISIC4_EN_NM, KSIC10_CD, KSIC10_KO_NM, HS2017_CD, HS2017_KO_NM, HS2017_EN_NM
61228,담배제품 도매(수수료 또는 계약에 의한 것),61228,"Wholesale trade services on a fee or contract basis, of tobacco products",4330,완공 및 마무리 공사업,Building completion and finishing,42500,시설물 유지관리 공사업,871499,기타,Other
61229,기타 식품류 도매(수수료 또는 계약에 의한 것),61229,"Wholesale trade services on a fee or contract basis, of food products n.e.c.",4330,완공 및 마무리 공사업,Building completion and finishing,42500,시설물 유지관리 공사업,871499,기타,Other
61231,실 및 섬유 도매(수수료 또는 계약에 의한 것),61231,"Wholesale trade services on a fee or contract basis, of yarn and fabrics",4330,완공 및 마무리 공사업,Building completion and finishing,42500,시설물 유지관리 공사업,871499,기타,Other
61232,"가정용 린넨, 커튼, 레이스 및 가정용직물제품 도매(수수료 또는 계약에 의한 것)",61232,"Wholesale trade services on a fee or contract basis, of household linens, curtains, net curtains and diverse household articles",4330,완공 및 마무리 공사업,Building completion and finishing,42500,시설물 유지관리 공사업,871499,기타,Other
61233,"의류제품, 모피제품 및 의류액세서리 도매(수수료 또는 계약에 의한 것)",61233,"Wholesale trade services on a fee or contract basis, of articles of clothing, articles of fur and clothing accessories",4330,완공 및 마무리 공사업,Building completion and finishing,42500,시설물 유지관리 공사업,871499,기타,Other
61234,신발류 도매(수수료 또는 계약에 의한 것),61234,"Wholesale trade services on a fee or contract basis, of footwear",4330,완공 및 마무리 공사업,Building completion and finishing,42500,시설물 유지관리 공사업,871499,기타,Other
61241,가정용 가구 도매(수수료 또는 계약에 의한 것),61241,"Wholesale trade services on a fee or contract basis, of household furniture",4330,완공 및 마무리 공사업,Building completion and finishing,42500,시설물 유지관리 공사업,871499,기타,Other
61242,"라디오, TV 등 비디오 및 오디오 장비 및 관련부품 도매, 오디오 및 비디오 디스크, 테이프 및 기타 기록된 물리 매체 도매(수수료 또는 계약에 의한 것 제외)",61242,"Wholesale trade services on a fee or contract basis, of radio and television equipment and recorded audio and video disks and tapes",4330,완공 및 마무리 공사업,Building completion and finishing,42500,시설물 유지관리 공사업,871499,기타,Other
61243,조명용품 도매(수수료 또는 계약에 의한 것),61243,"Wholesale trade services on a fee or contract basis, of articles for lighting",4330,완공 및 마무리 공사업,Building completion and finishing,42500,시설물 유지관리 공사업,871499,기타,Other
61244,"가정용기기 도매(수수료 또는 계약에 의한 것)(비디오, 오디오, 사진용 장비 제외)",61244,"Wholesale trade services on a fee or contract basis, of household appliances",4330,완공 및 마무리 공사업,Building completion and finishing,42500,시설물 유지관리 공사업,871499,기타,Other
61245,"식탁용 날붙이, 오지그릇, 유리제품, 도자기류 등 기타 가정용품 도매(수수료 또는 계약에 의한 것)",61245,"Wholesale trade services on a fee or contract basis, of miscellaneous household utensils, cutlery, crockery, glassware, china and pottery",4330,완공 및 마무리 공사업,Building completion and finishing,42500,시설물 유지관리 공사업,871499,기타,Other
61246,"고리버들세공품, 코르크제품, 통제품 및 기타 목제품 도매(수수료 또는 계약에 의한 것)",61246,"Wholesale trade services on a fee or contract basis, of wickerwork, cork goods, cooper's ware and other wooden ware",4330,완공 및 마무리 공사업,Building completion and finishing,42500,시설물 유지관리 공사업,871499,기타,Other
61251,"책, 신문, 잡지 및 문구 도매(수수료 또는 계약에 의한 것)",61251,"Wholesale trade services on a fee or contract basis, of books, newspapers, magazines and stationery",4330,완공 및 마무리 공사업,Building completion and finishing,42500,시설물 유지관리 공사업,871499,기타,Other
61252,"사진, 광학 및 정밀기기 도매(수수료 또는 계약에 의한 것)",61252,"Wholesale trade services on a fee or contract basis, of photographic, optical and precision equipment",4330,완공 및 마무리 공사업,Building completion and finishing,42500,시설물 유지관리 공사업,871499,기타,Other
61253,게임 및 장난감 도매(수수료 또는 계약에 의한 것),61253,"Wholesale trade services on a fee or contract basis, of games and toys",4330,완공 및 마무리 공사업,Building completion and finishing,42500,시설물 유지관리 공사업,871499,기타,Other
61254,시계 및 귀금속 도매(수수료 또는 계약에 의한 것),61254,"Wholesale trade services on a fee or contract basis, of watches, clocks and jewellery",4330,완공 및 마무리 공사업,Building completion and finishing,42500,시설물 유지관리 공사업,871499,기타,Other
61255,스포츠용품 도매(수수료 또는 계약에 의한 것)(자전거 포함),61255,"Wholesale trade services on a fee or contract basis, of sports goods (incl. bicycles)",4330,완공 및 마무리 공사업,Building completion and finishing,42500,시설물 유지관리 공사업,871499,기타,Other
61256,가죽제품 및 여행용 액세서리 도매(수수료 또는 계약에 의한 것),61256,"Wholesale trade services on a fee or contract basis, of leather goods and travel accessories",4330,완공 및 마무리 공사업,Building completion and finishing,42500,시설물 유지관리 공사업,871499,기타,Other
61259,기타 소비자용 잡화 도매(수수료 또는 계약에 의한 것),61259,"Wholesale trade services on a fee or contract basis, of miscellaneous consumer goods n.e.c.",4330,완공 및 마무리 공사업,Building completion and finishing,42500,시설물 유지관리 공사업,871499,기타,Other
61261,건설자재 및 판유리 도매(수수료 또는 계약에 의한 것),61261,"Wholesale trade services on a fee or contract basis, of construction materials and flat glass",4330,완공 및 마무리 공사업,Building completion and finishing,42500,시설물 유지관리 공사업,871499,기타,Other
61262,"장치물, 고정물 및 세라믹위생용품 도매(수수료 또는 계약에 의한 것)",61262,"Wholesale trade services on a fee or contract basis, of fittings, fixtures and ceramic sanitary fixtures",4330,완공 및 마무리 공사업,Building completion and finishing,42500,시설물 유지관리 공사업,871499,기타,Other
61263,벽지 및 바닥재 도매(수수료 또는 계약에 의한 것),61263,"Wholesale trade services on a fee or contract basis, of wallpaper and floor coverings",4330,완공 및 마무리 공사업,Building completion and finishing,42500,시설물 유지관리 공사업,871499,기타,Other
61264,페인트 등 도료 도매(수수료 또는 계약에 의한 것),61264,"Wholesale trade services on a fee or contract basis, of paints, varnishes and lacquers",4330,완공 및 마무리 공사업,Building completion and finishing,42500,시설물 유지관리 공사업,871499,기타,Other
61265,철물 및 수공구 도매(수수료 또는 계약에 의한 것),61265,"Wholesale trade services on a fee or contract basis, of hardware and hand tools",4330,완공 및 마무리 공사업,Building completion and finishing,42500,시설물 유지관리 공사업,871499,기타,Other
61271,산업용 기초화합물 및 합성수지 도매(수수료 또는 계약에 의한 것),61271,"Wholesale trade services on a fee or contract basis, of basic industrial chemicals and synthetic resins",4330,완공 및 마무리 공사업,Building completion and finishing,42500,시설물 유지관리 공사업,871499,기타,Other
61272,화학비료 및 농약제품 도매(수수료 또는 계약에 의한 것),61272,"Wholesale trade services on a fee or contract basis, of fertilizers and agrochemical products",4330,완공 및 마무리 공사업,Building completion and finishing,42500,시설물 유지관리 공사업,871499,기타,Other
61273,의약품 도매(수수료 또는 계약에 의한 것),61273,"Wholesale trade services on a fee or contract basis, of pharmaceutical products",4330,완공 및 마무리 공사업,Building completion and finishing,42500,시설물 유지관리 공사업,871499,기타,Other
61274,의료용품 도매(수수료 또는 계약에 의한 것),61274,"Wholesale trade services on a fee or contract basis, of medical and orthopaedic goods",4330,완공 및 마무리 공사업,Building completion and finishing,42500,시설물 유지관리 공사업,871499,기타,Other
61275,"향수류, 화장품 및 화장비누 도매(수수료 또는 계약에 의한 것)",61275,"Wholesale trade services on a fee or contract basis, of perfumery articles, cosmetic articles and toilet soaps",4330,완공 및 마무리 공사업,Building completion and finishing,42500,시설물 유지관리 공사업,871499,기타,Other
61276,세정제 도매(수수료 또는 계약에 의한 것),61276,"Wholesale trade services on a fee or contract basis, of cleaning materials",4330,완공 및 마무리 공사업,Building completion and finishing,42500,시설물 유지관리 공사업,871499,기타,Other
61281,"자동차, 모터사이클, 설상차 및 관련 부품과 액세서리 도매(수수료 또는 계약에 의한 것)",61281,"Wholesale trade services on a fee or contract basis, of motor vehicles, motorcycles, snowmobiles and related parts and accessories",4330,완공 및 마무리 공사업,Building completion and finishing,42500,시설물 유지관리 공사업,871499,기타,Other
61282,"기타운송장비도매(자전거 제외, 수수료 또는 계약에 의한 것)",61282,"Wholesale trade services on a fee or contract basis, of other transport equipment, except bicycles",4330,완공 및 마무리 공사업,Building completion and finishing,42500,시설물 유지관리 공사업,871499,기타,Other
61283,사무용 기계 및 장비(사무용가구 포함) 도매(수수료 또는 계약에 의한 것),61283,"Wholesale trade services on a fee or contract basis, of office machinery and equipment including office furniture",4330,완공 및 마무리 공사업,Building completion and finishing,42500,시설물 유지관리 공사업,871499,기타,Other
61284,컴퓨터 및 패키지소프트웨어 도매(수수료 또는 계약에 의한 것),61284,"Wholesale trade services on a fee or contract basis, of computers and packaged software",4330,완공 및 마무리 공사업,Building completion and finishing,42500,시설물 유지관리 공사업,871499,기타,Other
61285,전자 및 통신장비와 부품 도매(수수료 또는 계약에 의한 것),61285,"Wholesale trade services on a fee or contract basis, of electronic and telecommunications equipment and parts",4330,완공 및 마무리 공사업,Building completion and finishing,42500,시설물 유지관리 공사업,871499,기타,Other
61286,농업용 및 정원용 기계장비 및 관련부품 도매(수수료 또는 계약에 의한 것),61286,"Wholesale trade services on a fee or contract basis, of agricultural, lawn and garden machinery and equipment, including tractors",4330,완공 및 마무리 공사업,Building completion and finishing,42500,시설물 유지관리 공사업,871499,기타,Other
61287,"광산, 건설 및 토목공학 기계장비 및 관련부품 도매(수수료 또는 계약에 의한 것)",61287,"Wholesale trade services on a fee or contract basis, of mining, construction and civil engineering machinery and equipment",4330,완공 및 마무리 공사업,Building completion and finishing,42500,시설물 유지관리 공사업,871499,기타,Other
61288,기타 산업용 특수기계장비 및 관련부품 도매(수수료 또는 계약에 의한 것),61288,"Wholesale trade services on a fee or contract basis, of other industry-specific machinery and equipment and related operating supplies",4330,완공 및 마무리 공사업,Building completion and finishing,42500,시설물 유지관리 공사업,871499,기타,Other
61289,기타 기계장비 및 관련부품 도매(수수료 또는 계약에 의한 것),61289,"Wholesale trade services on a fee or contract basis, of other machinery and equipment n.e.c.",4330,완공 및 마무리 공사업,Building completion and finishing,42500,시설물 유지관리 공사업,871499,기타,Other
61291,"고체, 액체 및 기체연료와 관련제품 도매(수수료 또는 계약에 의한 것)",61291,"Wholesale trade services on a fee or contract basis, of solid, liquid and gaseous fuels and related products",4330,완공 및 마무리 공사업,Building completion and finishing,42500,시설물 유지관리 공사업,871499,기타,Other
61292,금속광물 및 1차 금속제품 도매(수수료 또는 계약에 의한 것),61292,"Wholesale trade services on a fee or contract basis, of metal ores and metal in primary forms",4330,완공 및 마무리 공사업,Building completion and finishing,42500,시설물 유지관리 공사업,871499,기타,Other
61293,원목 도매(수수료 또는 계약에 의한 것),61293,"Wholesale trade services on a fee or contract basis, of wood in the rough",4330,완공 및 마무리 공사업,Building completion and finishing,42500,시설물 유지관리 공사업,871499,기타,Other
61294,종이 및 판지 도매(수수료 또는 계약에 의한 것),61294,"Wholesale trade services on a fee or contract basis, of paper and paperboard",4330,완공 및 마무리 공사업,Building completion and finishing,42500,시설물 유지관리 공사업,871499,기타,Other
61295,폐품 및 재생스크랩 도매(수수료 또는 계약에 의한 것),61295,"Wholesale trade services on a fee or contract basis, of waste and scrap and materials for recycling",4330,완공 및 마무리 공사업,Building completion and finishing,42500,시설물 유지관리 공사업,871499,기타,Other
61296,전기 도매(수수료 또는 계약에 의한 것),61297,"Wholesale trade services on a fee or contract basis, of electricity",4330,완공 및 마무리 공사업,Building completion and finishing,42500,시설물 유지관리 공사업,871499,기타,Other
61297,물 도매(수수료 또는 계약에 의한 것),61298,"Wholesale trade services on a fee or contract basis, of water",4330,완공 및 마무리 공사업,Building completion and finishing,42500,시설물 유지관리 공사업,871499,기타,Other
61299,기타 비금속 광물 및 기타제품 도매(수수료 또는 계약에 의한 것),61299,"Wholesale trade services on a fee or contract basis, of non-metallic minerals and other products n.e.c.",4330,완공 및 마무리 공사업,Building completion and finishing,42500,시설물 유지관리 공사업,871499,기타,Other
62111,"곡물, 유지 종자 및 유지 과실, 종자와 동물 사료 소매(비전문 점포 소매)",62111,"Non-specialized store retail trade services, of grains and oilseeds and oleaginous fruits, seeds and animal feed",4330,완공 및 마무리 공사업,Building completion and finishing,42500,시설물 유지관리 공사업,871499,기타,Other
62112,화초 및 산식물 소매(비전문 점포 소매),62112,"Non-specialized store retail trade services, of flowers and plants",4330,완공 및 마무리 공사업,Building completion and finishing,42500,시설물 유지관리 공사업,871499,기타,Other
62113,제조하지 않은 담배 소매(비전문 점포 소매),62113,"Non-specialized store retail trade services, of flowers and plants",4330,완공 및 마무리 공사업,Building completion and finishing,42500,시설물 유지관리 공사업,871499,기타,Other
62114,산동물 소매(비전문 점포 소매),62114,"Non-specialized store retail trade services, of live animals, including pet animals",4330,완공 및 마무리 공사업,Building completion and finishing,42500,시설물 유지관리 공사업,871499,기타,Other
62115,원피 및 가죽 소매(비전문 점포 소매),62115,"Non-specialized store retail trade services, of hides, skins and leather",4330,완공 및 마무리 공사업,Building completion and finishing,42500,시설물 유지관리 공사업,871499,기타,Other
62119,기타 농업 원재료 소매(비전문 점포 소매),62119,"Non-specialized store retail trade services, of agricultural raw materials n.e.c.",4330,완공 및 마무리 공사업,Building completion and finishing,42500,시설물 유지관리 공사업,871499,기타,Other
62121,과실 및 채소 소매(비전문 점포 소매),62121,"Non-specialized store retail trade services, of fruits and vegetables",4330,완공 및 마무리 공사업,Building completion and finishing,42500,시설물 유지관리 공사업,871499,기타,Other
62122,"낙농품, 새알, 식용유 및 유지 소매(비전문 점포 소매)",62122,"Non-specialized store retail trade services, of dairy products, eggs and edible oils and fats",4330,완공 및 마무리 공사업,Building completion and finishing,42500,시설물 유지관리 공사업,871499,기타,Other
62123,육류 및 육류가공식품 소매(비전문 점포 소매),62123,"Non-specialized store retail trade services, of meat, poultry and game",4330,완공 및 마무리 공사업,Building completion and finishing,42500,시설물 유지관리 공사업,871499,기타,Other
62124,수산물 및 수산물 가공식품 소매(비전문 점포 소매),62124,"Non-specialized store retail trade services, of fish and other seafood",4330,완공 및 마무리 공사업,Building completion and finishing,42500,시설물 유지관리 공사업,871499,기타,Other
62125,빵 및 과자류 소매(비전문 점포 소매),62125,"Non-specialized store retail trade services, of sugar confectionery and bakery products",4330,완공 및 마무리 공사업,Building completion and finishing,42500,시설물 유지관리 공사업,871499,기타,Other
62126,주류 소매(비전문 점포 소매),62126,"Non-specialized store retail trade services, of beverages",4330,완공 및 마무리 공사업,Building completion and finishing,42500,시설물 유지관리 공사업,871499,기타,Other
62127,비알코올음료 소매(비전문 점포 소매),62126,"Non-specialized store retail trade services, of beverages",4330,완공 및 마무리 공사업,Building completion and finishing,42500,시설물 유지관리 공사업,871499,기타,Other
62128,담배제품 소매(비전문 점포 소매),62128,"Non-specialized store retail trade services, of tobacco products",4330,완공 및 마무리 공사업,Building completion and finishing,42500,시설물 유지관리 공사업,871499,기타,Other
62129,기타 식품류 소매(비전문 점포 소매),62129,"Non-specialized store retail trade services, of food products n.e.c.",4330,완공 및 마무리 공사업,Building completion and finishing,42500,시설물 유지관리 공사업,871499,기타,Other
62131,실 및 섬유 소매(비전문 점포 소매),62131,"Non-specialized store retail trade services, of yarn and fabrics",4330,완공 및 마무리 공사업,Building completion and finishing,42500,시설물 유지관리 공사업,871499,기타,Other
62132,"가정용 린넨, 커튼, 레이스 및 가정용직물제품 소매(비전문 점포 소매)",62132,"Non-specialized store retail trade services, of household linens, curtains, net curtains and diverse household articles of textile materials",4330,완공 및 마무리 공사업,Building completion and finishing,42500,시설물 유지관리 공사업,871499,기타,Other
62133,"의류제품, 모피제품 및 의류액세서리 소매(비전문 점포 소매)",62133,"Non-specialized store retail trade services, of articles of clothing, articles of fur and clothing accessories",4330,완공 및 마무리 공사업,Building completion and finishing,42500,시설물 유지관리 공사업,871499,기타,Other
62134,신발류 소매(비전문 점포 소매),62134,"Non-specialized store retail trade services, of footwear",4330,완공 및 마무리 공사업,Building completion and finishing,42500,시설물 유지관리 공사업,871499,기타,Other
62141,가정용 가구 소매(비전문 점포 소매),62141,"Non-specialized store retail trade services, of household furniture",4330,완공 및 마무리 공사업,Building completion and finishing,42500,시설물 유지관리 공사업,871499,기타,Other
62142,"라디오, TV 등 비디오 및 오디오 장비 및 관련부품 도매, 오디오 및 비디오 디스크, 테이프 및 기타 기록된 물리 매체 도매(수수료 또는 계약에 의한 것 제외)",62142,"Non-specialized store retail trade services, of radio and television equipment and recorded audio and video disks and tapes",4330,완공 및 마무리 공사업,Building completion and finishing,42500,시설물 유지관리 공사업,871499,기타,Other
62143,조명용품 소매(비전문 점포 소매),62143,"Non-specialized store retail trade services, of articles for lighting",4330,완공 및 마무리 공사업,Building completion and finishing,42500,시설물 유지관리 공사업,871499,기타,Other
62144,"가정용 기기 소매(비전문 점포 소매)(비디오, 오디오, 사진용 장비 제외)",62144,"Non-specialized store retail trade services, of household appliances",4330,완공 및 마무리 공사업,Building completion and finishing,42500,시설물 유지관리 공사업,871499,기타,Other
62145,"식탁용 날붙이, 오지그릇, 유리제품, 도자기류 등 기타 가정용품 소매(비전문 점포 소매)",62145,"Non-specialized store retail trade services, of miscellaneous household utensils, cutlery, crockery, glassware, china and pottery",4330,완공 및 마무리 공사업,Building completion and finishing,42500,시설물 유지관리 공사업,871499,기타,Other
62146,"고리버들세공품, 코르크제품, 통제품 및 기타 목제품 소매(비전문 점포 소매)",62146,"Non-specialized store retail trade services, of wickerwork, cork goods, cooper's ware and other wooden ware",4330,완공 및 마무리 공사업,Building completion and finishing,42500,시설물 유지관리 공사업,871499,기타,Other
62151,"책, 신문, 잡지 및 문구 소매(비전문 점포 소매)",62151,"Non-specialized store retail trade services, of books, newspapers, magazines and stationery",4330,완공 및 마무리 공사업,Building completion and finishing,42500,시설물 유지관리 공사업,871499,기타,Other
62152,"사진, 광학 및 정밀기기 소매(비전문 점포 소매)",62152,"Non-specialized store retail trade services, of photographic, optical and precision equipment",4330,완공 및 마무리 공사업,Building completion and finishing,42500,시설물 유지관리 공사업,871499,기타,Other
62153,게임 및 장난감 소매(비전문 점포 소매),62153,"Non-specialized store retail trade services, of games and toys",4330,완공 및 마무리 공사업,Building completion and finishing,42500,시설물 유지관리 공사업,871499,기타,Other
62154,시계 및 귀금속 소매(비전문 점포 소매),62154,"Non-specialized store retail trade services, of watches, clocks and jewellery",4330,완공 및 마무리 공사업,Building completion and finishing,42500,시설물 유지관리 공사업,871499,기타,Other
62155,스포츠용품 소매(비전문 점포 소매)(자전거 포함),62155,"Non-specialized store retail trade services, of sports goods (incl. bicycles)",4330,완공 및 마무리 공사업,Building completion and finishing,42500,시설물 유지관리 공사업,871499,기타,Other
62156,가죽제품 및 여행용 액세서리 소매(비전문 점포 소매),62156,"Non-specialized store retail trade services, of leather goods and travel accessories",4330,완공 및 마무리 공사업,Building completion and finishing,42500,시설물 유지관리 공사업,871499,기타,Other
62159,기타 소비자용 잡화 소매(비전문 점포 소매),62159,"Non-specialized store retail trade services, of miscellaneous consumer goods n.e.c.",4330,완공 및 마무리 공사업,Building completion and finishing,42500,시설물 유지관리 공사업,871499,기타,Other
62161,건설자재 및 판유리 소매(비전문 점포 소매),62161,"Non-specialized store retail trade services, of construction materials and flat glass",4330,완공 및 마무리 공사업,Building completion and finishing,42500,시설물 유지관리 공사업,871499,기타,Other
62162,"장치물, 고정물 및 세라믹위생용품 소매(비전문 점포 소매)",62162,"Non-specialized store retail trade services, of fittings, fixtures and ceramic sanitary fixtures",4330,완공 및 마무리 공사업,Building completion and finishing,42500,시설물 유지관리 공사업,871499,기타,Other
62163,벽지 및 바닥재 소매(비전문 점포 소매),62163,"Non-specialized store retail trade services, of wallpaper and floor coverings",4330,완공 및 마무리 공사업,Building completion and finishing,42500,시설물 유지관리 공사업,871499,기타,Other
62164,페인트 등 도료 소매(비전문 점포 소매),62164,"Non-specialized store retail trade services, of paints, varnishes and lacquers",4330,완공 및 마무리 공사업,Building completion and finishing,42500,시설물 유지관리 공사업,871499,기타,Other
62165,철물 및 수공구 소매(비전문 점포 소매),62165,"Non-specialized store retail trade services, of hardware and hand tools",4330,완공 및 마무리 공사업,Building completion and finishing,42500,시설물 유지관리 공사업,871499,기타,Other
62171,산업용 기초화합물 및 합성수지 소매(비전문 점포 소매),62171,"Non-specialized store retail trade services, of hardware and hand tools",4330,완공 및 마무리 공사업,Building completion and finishing,42500,시설물 유지관리 공사업,871499,기타,Other
62172,화학비료 및 농약제품 소매(비전문 점포 소매),62172,"Non-specialized store retail trade services, of fertilizers and agrochemical products",4330,완공 및 마무리 공사업,Building completion and finishing,42500,시설물 유지관리 공사업,871499,기타,Other
62173,의약품 소매(비전문 점포 소매),62173,"Non-specialized store retail trade services, of pharmaceutical products",4330,완공 및 마무리 공사업,Building completion and finishing,42500,시설물 유지관리 공사업,871499,기타,Other
62174,의료용품 소매(비전문 점포 소매),62174,"Non-specialized store retail trade services, of medical and orthopaedic goods",4330,완공 및 마무리 공사업,Building completion and finishing,42500,시설물 유지관리 공사업,871499,기타,Other
62175,"향수류, 화장품 및 화장비누 소매(비전문 점포 소매)",62175,"Non-specialized store retail trade services, of perfumery articles, cosmetic articles and toilet soaps",4330,완공 및 마무리 공사업,Building completion and finishing,42500,시설물 유지관리 공사업,871499,기타,Other
62176,세정제 소매(비전문 점포 소매),62176,"Non-specialized store retail trade services, of cleaning materials",4330,완공 및 마무리 공사업,Building completion and finishing,42500,시설물 유지관리 공사업,871499,기타,Other
62181,"자동차, 모터사이클, 설상차 및 관련 부품과 액세서리 소매(비전문 점포 소매)",62181,"Non-specialized store retail trade services, of motor vehicles, motorcycles, snowmobiles and related parts and accessories",4330,완공 및 마무리 공사업,Building completion and finishing,42500,시설물 유지관리 공사업,871499,기타,Other
62182,"기타운송장비소매(자전거 제외, 비전문 점포 소매)",62182,"Non-specialized store retail trade services, of other transport equipment, except bicycles",4330,완공 및 마무리 공사업,Building completion and finishing,42500,시설물 유지관리 공사업,871499,기타,Other
62183,사무용 기계 및 장비(사무용가구 포함) 소매(비전문 점포 소매),62183,"Non-specialized store retail trade services, of office machinery and equipment including office furniture",4330,완공 및 마무리 공사업,Building completion and finishing,42500,시설물 유지관리 공사업,871499,기타,Other
62184,컴퓨터 및 패키지소프트웨어 소매(비전문 점포 소매),62184,"Non-specialized store retail trade services, of computers and packaged software",4330,완공 및 마무리 공사업,Building completion and finishing,42500,시설물 유지관리 공사업,871499,기타,Other
62185,전자 및 통신장비와 부품 소매(비전문 점포 소매),62185,"Non-specialized store retail trade services, of electronic and telecommunications equipment and parts",4330,완공 및 마무리 공사업,Building completion and finishing,42500,시설물 유지관리 공사업,871499,기타,Other
62186,농업용 및 정원용 기계장비 및 관련부품 소매(비전문 점포 소매),62186,"Non-specialized store retail trade services, of agricultural, lawn and garden machinery and equipment, including tractors",4330,완공 및 마무리 공사업,Building completion and finishing,42500,시설물 유지관리 공사업,871499,기타,Other
62187,"광산, 건설 및 토목공학 기계장비 및 관련부품 소매(비전문 점포 소매)",62187,"Non-specialized store retail trade services, of mining, construction and civil engineering machinery and equipment",4330,완공 및 마무리 공사업,Building completion and finishing,42500,시설물 유지관리 공사업,871499,기타,Other
62188,기타 산업용 특수기계장비 및 관련부품 소매(비전문 점포 소매),62188,"Non-specialized store retail trade services, of other industry-specific machinery and equipment and related operating supplies",4330,완공 및 마무리 공사업,Building completion and finishing,42500,시설물 유지관리 공사업,871499,기타,Other
62189,기타 기계장비 및 관련부품 소매(비전문 점포 소매),62189,"Non-specialized store retail trade services, of other machinery and equipment n.e.c.",4330,완공 및 마무리 공사업,Building completion and finishing,42500,시설물 유지관리 공사업,871499,기타,Other
62191,"고체, 액체 및 기체연료와 관련제품 소매(비전문 점포 소매)",62191,"Non-specialized store retail trade services, of solid, liquid and gaseous fuels and related products",4330,완공 및 마무리 공사업,Building completion and finishing,42500,시설물 유지관리 공사업,871499,기타,Other
62192,금속광물 및 1차 금속제품 소매(비전문 점포 소매),62192,"Non-specialized store retail trade services, of solid, liquid and gaseous fuels and related products",4330,완공 및 마무리 공사업,Building completion and finishing,42500,시설물 유지관리 공사업,871499,기타,Other
62193,원목 소매(비전문 점포 소매),62193,"Non-specialized store retail trade services, of solid, liquid and gaseous fuels and related products",4330,완공 및 마무리 공사업,Building completion and finishing,42500,시설물 유지관리 공사업,871499,기타,Other
62194,종이 및 판지 소매(비전문 점포 소매),62194,"Non-specialized store retail trade services, of paper and paperboard",4330,완공 및 마무리 공사업,Building completion and finishing,42500,시설물 유지관리 공사업,871499,기타,Other
62195,폐품 및 재생스크랩 소매(비전문 점포 소매),62195,"Non-specialized store retail trade services, of paper and paperboard",4330,완공 및 마무리 공사업,Building completion and finishing,42500,시설물 유지관리 공사업,871499,기타,Other
62196,전기 소매(비전문 점포 소매),62197,"Non-specialized store retail trade services, of paper and paperboard",4330,완공 및 마무리 공사업,Building completion and finishing,42500,시설물 유지관리 공사업,871499,기타,Other
62197,물 소매(비전문 점포 소매),62198,"Non-specialized store retail trade services, of paper and paperboard",4330,완공 및 마무리 공사업,Building completion and finishing,42500,시설물 유지관리 공사업,871499,기타,Other
62199,기타 비금속 광물 및 기타제품 소매(비전문 점포 소매),62199,"Non-specialized store retail trade services, of non-metallic minerals and other products n.e.c.",4330,완공 및 마무리 공사업,Building completion and finishing,42500,시설물 유지관리 공사업,871499,기타,Other
62211,"곡물, 유지 종자 및 유지 과실, 종자와 동물 사료 소매(전문 점포 소매)",62211,"Specialized store retail trade services, of grains and oilseeds and oleaginous fruits, seeds and animal feed",4330,완공 및 마무리 공사업,Building completion and finishing,42500,시설물 유지관리 공사업,871499,기타,Other
62212,화초 및 산식물 소매(전문 점포 소매),62212,"Specialized store retail trade services, of flowers and plants",4330,완공 및 마무리 공사업,Building completion and finishing,42500,시설물 유지관리 공사업,871499,기타,Other
62213,제조하지 않은 담배 소매(전문 점포 소매),62213,"Specialized store retail trade services, of flowers and plants",4330,완공 및 마무리 공사업,Building completion and finishing,42500,시설물 유지관리 공사업,871499,기타,Other
62214,산동물 소매(전문 점포 소매),62214,"Specialized store retail trade services, of live animals, including pet animals",4330,완공 및 마무리 공사업,Building completion and finishing,42500,시설물 유지관리 공사업,871499,기타,Other
62215,원피 및 가죽 소매(전문 점포 소매),62215,"Specialized store retail trade services, of hides, skins and leather",4330,완공 및 마무리 공사업,Building completion and finishing,42500,시설물 유지관리 공사업,871499,기타,Other
62219,기타 농업 원재료 소매(전문 점포 소매),62219,"Specialized store retail trade services, of agricultural raw materials n.e.c.",4330,완공 및 마무리 공사업,Building completion and finishing,42500,시설물 유지관리 공사업,871499,기타,Other
62221,과실 및 채소 소매(전문 점포 소매),62221,"Specialized store retail trade services, of fruits and vegetables",4330,완공 및 마무리 공사업,Building completion and finishing,42500,시설물 유지관리 공사업,871499,기타,Other
62222,"낙농품, 새알, 식용유 및 유지 소매(전문 점포 소매)",62222,"Specialized store retail trade services, of dairy products, eggs and edible oils and fats",4330,완공 및 마무리 공사업,Building completion and finishing,42500,시설물 유지관리 공사업,871499,기타,Other
62223,육류 및 육류가공식품 소매(전문 점포 소매),62223,"Specialized store retail trade services, of meat, poultry and game",4330,완공 및 마무리 공사업,Building completion and finishing,42500,시설물 유지관리 공사업,871499,기타,Other
62224,수산물 및 수산물 가공식품 소매(전문 점포 소매),62224,"Specialized store retail trade services, of fish and other seafood",4330,완공 및 마무리 공사업,Building completion and finishing,42500,시설물 유지관리 공사업,871499,기타,Other
62225,빵 및 과자류 소매(전문 점포 소매),62225,"Specialized store retail trade services, of sugar confectionery and bakery products",4330,완공 및 마무리 공사업,Building completion and finishing,42500,시설물 유지관리 공사업,871499,기타,Other
62226,주류 소매(전문 점포 소매),62226,"Specialized store retail trade services, of beverages",4330,완공 및 마무리 공사업,Building completion and finishing,42500,시설물 유지관리 공사업,871499,기타,Other
